,Austen_Persuasion,Doyle_TheHound,Austen_Pride,Doyle_TheLostWorld
inflated,0.0,0.0,0.0,2.0
inflexibly,0.0,0.0,1.0,0.0
inflict,0.0,0.0,2.0,0.0
inflicted,0.0,0.0,1.0,1.0
inflicting,1.0,0.0,0.0,0.0
infliction,0.0,0.0,1.0,0.0
influence,20.0,8.0,14.0,2.0
influenced,5.0,0.0,1.0,0.0
influencing,0.0,0.0,1.0,0.0
inform,0.0,0.0,7.0,0.0
informa,0.0,2.0,0.0,0.0
informality,0.0,0.0,1.0,0.0
information,6.0,6.0,27.0,6.0
informed,4.0,2.0,12.0,1.0
informing,0.0,1.0,2.0,0.0
informs,1.0,0.0,1.0,0.0
infrequent,0.0,1.0,0.0,0.0
infuse,1.0,0.0,0.0,0.0
ing,0.0,11.0,0.0,0.0
ingenious,1.0,1.0,2.0,4.0
ingenuity,1.0,0.0,2.0,2.0
ingratitude,1.0,0.0,1.0,0.0
ings,0.0,2.0,0.0,0.0
inhabit,1.0,0.0,0.0,3.0
inhabitants,0.0,1.0,3.0,1.0
inhabited,0.0,3.0,0.0,2.0
inherit,0.0,1.0,1.0,0.0
inheritance,0.0,1.0,0.0,0.0
inherited,0.0,0.0,1.0,1.0
inheriting,1.0,0.0,2.0,0.0
inhospitable,0.0,1.0,0.0,1.0
inhuman,0.0,0.0,0.0,1.0
inhumanity,1.0,0.0,1.0,0.0
inimical,1.0,0.0,0.0,0.0
inimitable,1.0,0.0,0.0,0.0
iniquitous,0.0,0.0,1.0,0.0
initials,0.0,7.0,0.0,0.0
injunction,0.0,0.0,1.0,0.0
injunctions,1.0,1.0,1.0,0.0
injure,0.0,1.0,2.0,0.0
injured,1.0,0.0,4.0,4.0
injuries,1.0,0.0,1.0,1.0
injuring,0.0,0.0,1.0,0.0
injurious,1.0,0.0,2.0,0.0
injury,5.0,1.0,1.0,1.0
injustice,3.0,2.0,4.0,0.0
ink,0.0,5.0,0.0,2.0
inkling,0.0,1.0,0.0,0.0
inkstand,0.0,0.0,0.0,1.0
inlaid,1.0,0.0,0.0,0.0
inland,0.0,0.0,0.0,2.0
inmate,0.0,0.0,1.0,0.0
inmates,0.0,0.0,1.0,0.0
inn,13.0,1.0,7.0,1.0
inner,0.0,0.0,0.0,2.0
innocence,0.0,0.0,1.0,0.0
innocent,0.0,4.0,2.0,0.0
innocently,0.0,0.0,1.0,0.0
innoxious,2.0,0.0,0.0,0.0
inns,2.0,0.0,1.0,0.0
innumerable,0.0,0.0,0.0,3.0
inoffensive,0.0,0.0,1.0,3.0
inorganic,0.0,0.0,0.0,2.0
inquest,0.0,5.0,0.0,0.0
inquire,0.0,2.0,10.0,0.0
inquired,2.0,1.0,8.0,0.0
inquirer,0.0,0.0,0.0,1.0
inquiries,1.0,5.0,23.0,2.0
inquiring,0.0,1.0,5.0,0.0
inquiry,1.0,8.0,10.0,2.0
inroad,0.0,0.0,0.0,1.0
inscribed,0.0,0.0,0.0,2.0
inscription,0.0,0.0,0.0,2.0
inscrutable,0.0,1.0,0.0,0.0
insect,0.0,2.0,0.0,6.0
insects,0.0,0.0,0.0,3.0
insensibility,1.0,0.0,5.0,0.0
insensible,3.0,1.0,4.0,2.0
inserted,0.0,0.0,0.0,1.0
inserting,1.0,0.0,0.0,0.0
insertion,1.0,0.0,0.0,0.0
inset,0.0,0.0,0.0,1.0
inside,0.0,11.0,0.0,5.0
insidious,0.0,0.0,0.0,1.0
insignificance,0.0,0.0,3.0,0.0
insignificant,2.0,1.0,1.0,1.0
insincere,0.0,0.0,2.0,0.0
insincerity,1.0,0.0,0.0,0.0
insinuating,1.0,0.0,1.0,0.0
insinuations,1.0,0.0,0.0,0.0
insipid,1.0,0.0,1.0,0.0
insipidity,0.0,0.0,1.0,0.0
insist,0.0,1.0,8.0,1.0
insisted,1.0,2.0,1.0,5.0
insisting,1.0,0.0,0.0,0.0
insists,0.0,0.0,1.0,1.0
insolence,1.0,0.0,1.0,2.0
insolent,0.0,0.0,5.0,2.0
insolently,0.0,0.0,0.0,1.0
inspect,0.0,1.0,0.0,0.0
inspection,0.0,1.0,2.0,2.0
inspector,0.0,0.0,0.0,1.0
inspiration,0.0,0.0,0.0,3.0
inspire,1.0,0.0,1.0,0.0
inspired,1.0,0.0,2.0,1.0
inspirer,0.0,0.0,0.0,1.0
inspires,0.0,0.0,1.0,0.0
inspiring,0.0,0.0,1.0,0.0
instability,0.0,0.0,1.0,0.0
instance,3.0,2.0,7.0,1.0
instanced,0.0,0.0,0.0,1.0
instances,4.0,0.0,4.0,0.0
instant,11.0,34.0,6.0,25.0
instantaneous,0.0,0.0,1.0,0.0
instantaneously,1.0,0.0,0.0,0.0
instantly,14.0,6.0,31.0,3.0
instead,15.0,5.0,21.0,7.0
instinct,1.0,1.0,0.0,4.0
instinctively,3.0,0.0,2.0,0.0
instincts,0.0,1.0,0.0,3.0
institute,0.0,0.0,0.0,10.0
instituted,0.0,2.0,1.0,1.0
instruct,0.0,0.0,1.0,0.0
instructed,0.0,0.0,1.0,0.0
instructing,0.0,0.0,1.0,0.0
instruction,1.0,0.0,2.0,1.0
instructions,0.0,4.0,3.0,4.0
instructive,0.0,1.0,0.0,0.0
instrument,2.0,1.0,11.0,0.0
instrumental,1.0,0.0,0.0,0.0
insufferable,0.0,0.0,1.0,2.0
insufferably,0.0,0.0,1.0,0.0
insufficient,1.0,0.0,10.0,0.0
insult,3.0,0.0,0.0,0.0
insulted,1.0,0.0,1.0,1.0
insulting,0.0,0.0,1.0,0.0
insults,0.0,0.0,0.0,1.0
insupportable,0.0,0.0,3.0,0.0
intact,0.0,0.0,0.0,1.0
intake,0.0,1.0,0.0,0.0
integrity,1.0,0.0,3.0,0.0
intellect,0.0,0.0,0.0,2.0
intelligence,6.0,2.0,19.0,5.0
intelligent,4.0,0.0,4.0,2.0
intelligible,3.0,0.0,4.0,1.0
intend,1.0,2.0,3.0,0.0
intended,7.0,4.0,21.0,2.0
intending,1.0,0.0,7.0,0.0
intends,0.0,1.0,0.0,0.0
intense,0.0,5.0,0.0,2.0
intensely,0.0,1.0,0.0,0.0
intensity,0.0,1.0,0.0,1.0
intent,0.0,3.0,0.0,1.0
intention,7.0,4.0,15.0,2.0
intentionally,0.0,0.0,2.0,0.0
intentions,0.0,3.0,6.0,1.0
intently,2.0,5.0,2.0,3.0
interchange,4.0,0.0,0.0,0.0
intercourse,11.0,0.0,6.0,1.0
interest,43.0,26.0,26.0,14.0
interested,3.0,5.0,8.0,6.0
interestin,0.0,0.0,0.0,2.0
interesting,13.0,13.0,14.0,7.0
interests,2.0,1.0,0.0,3.0
interfere,0.0,1.0,1.0,0.0
interfered,0.0,1.0,0.0,0.0
interference,6.0,1.0,13.0,1.0
interfering,2.0,0.0,1.0,0.0
interior,0.0,0.0,0.0,1.0
interjection,0.0,0.0,0.0,1.0
interlacing,0.0,0.0,0.0,1.0
intermarriage,0.0,0.0,1.0,0.0
intermediate,0.0,0.0,1.0,0.0
interminable,0.0,1.0,0.0,1.0
intermission,0.0,0.0,3.0,0.0
intermittent,0.0,0.0,0.0,1.0
internal,2.0,1.0,0.0,0.0
internally,1.0,0.0,0.0,0.0
international,0.0,0.0,0.0,2.0
interpolate,0.0,0.0,0.0,1.0
interpose,0.0,0.0,1.0,0.0
interposed,1.0,0.0,0.0,0.0
interpretation,0.0,0.0,1.0,0.0
interpreted,0.0,0.0,0.0,1.0
interrogate,0.0,1.0,0.0,0.0
interrupt,0.0,0.0,5.0,1.0
interrupted,8.0,3.0,9.0,4.0
interrupter,0.0,0.0,0.0,2.0
interrupting,1.0,1.0,2.0,0.0
interruption,1.0,2.0,10.0,6.0
interruptions,0.0,0.0,1.0,1.0
intertwined,0.0,0.0,0.0,1.0
interval,9.0,1.0,4.0,0.0
intervals,5.0,0.0,3.0,1.0
intervene,0.0,0.0,1.0,1.0
intervened,0.0,2.0,0.0,0.0
intervening,1.0,0.0,0.0,1.0
intervention,1.0,0.0,0.0,0.0
interview,3.0,10.0,3.0,10.0
intimacy,9.0,4.0,10.0,0.0
intimate,9.0,5.0,13.0,0.0
intimately,4.0,2.0,2.0,0.0
intimates,1.0,0.0,1.0,0.0
intimation,1.0,0.0,1.0,0.0
intimidate,0.0,0.0,1.0,0.0
intimidated,0.0,0.0,1.0,0.0
into,98.0,110.0,141.0,168.0
intolerable,0.0,1.0,3.0,4.0
intolerant,0.0,1.0,0.0,4.0
intoxicating,0.0,0.0,0.0,1.0
intrepidity,0.0,0.0,1.0,0.0
intricate,0.0,0.0,2.0,0.0
intrigue,0.0,1.0,0.0,0.0
intrigues,0.0,0.0,1.0,0.0
introduc,0.0,1.0,0.0,0.0
introduce,2.0,1.0,11.0,1.0
introduced,14.0,1.0,9.0,0.0
introducing,1.0,2.0,4.0,1.0
introduction,6.0,1.0,11.0,0.0
introductions,1.0,0.0,0.0,0.0
intrude,1.0,2.0,2.0,1.0
intruded,0.0,0.0,0.0,2.0
intruder,0.0,0.0,1.0,0.0
intruders,0.0,0.0,0.0,1.0
intruding,0.0,0.0,2.0,0.0
intrusion,0.0,1.0,3.0,0.0
intrusive,0.0,0.0,0.0,2.0
intuition,0.0,0.0,0.0,1.0
inure,1.0,0.0,0.0,0.0
inured,1.0,0.0,1.0,0.0
invaded,0.0,0.0,0.0,1.0
invadin,0.0,0.0,0.0,1.0
invalid,3.0,1.0,1.0,0.0
invaluable,1.0,2.0,3.0,2.0
invariable,0.0,0.0,1.0,0.0
invariably,2.0,0.0,2.0,1.0
invasion,0.0,0.0,0.0,3.0
invectives,0.0,0.0,1.0,0.0
invent,0.0,0.0,1.0,1.0
inventing,0.0,0.0,1.0,0.0
invention,0.0,0.0,1.0,1.0
inventive,0.0,0.0,0.0,2.0
inverted,1.0,0.0,0.0,0.0
inverting,0.0,0.0,0.0,1.0
investi,0.0,1.0,0.0,0.0
investigate,1.0,2.0,0.0,1.0
investigated,1.0,0.0,0.0,1.0
investigating,0.0,1.0,0.0,0.0
investigation,1.0,4.0,1.0,7.0
investigations,0.0,2.0,0.0,1.0
investigator,0.0,2.0,0.0,1.0
invincible,0.0,0.0,0.0,2.0
invisible,0.0,3.0,0.0,1.0
invitation,13.0,1.0,34.0,0.0
invitations,4.0,0.0,1.0,0.0
invite,4.0,0.0,6.0,1.0
invited,10.0,0.0,11.0,1.0
invites,0.0,0.0,0.0,1.0
inviting,4.0,0.0,3.0,0.0
invoke,0.0,1.0,0.0,0.0
involuntarily,0.0,0.0,2.0,0.0
involuntary,0.0,0.0,1.0,0.0
involve,3.0,0.0,2.0,0.0
involved,5.0,4.0,3.0,2.0
involves,0.0,0.0,1.0,0.0
involving,3.0,0.0,2.0,0.0
inward,0.0,1.0,0.0,0.0
inwardly,0.0,0.0,0.0,1.0
inwards,0.0,0.0,0.0,3.0
ions,0.0,1.0,0.0,0.0
ipetu,0.0,0.0,0.0,1.0
ipomaea,0.0,0.0,0.0,1.0
irascible,0.0,0.0,0.0,1.0
ireland,2.0,0.0,0.0,2.0
iridescence,0.0,0.0,0.0,1.0
iridescent,0.0,0.0,0.0,1.0
irish,2.0,0.0,1.0,8.0
irishman,0.0,0.0,0.0,1.0
irjury,0.0,1.0,0.0,0.0
irksome,0.0,0.0,2.0,1.0
iron,0.0,4.0,0.0,1.0
ironical,0.0,1.0,0.0,1.0
irons,0.0,0.0,0.0,1.0
irrational,1.0,0.0,0.0,0.0
irregular,0.0,2.0,0.0,2.0
irregularity,0.0,0.0,1.0,0.0
irrelevant,0.0,1.0,0.0,2.0
irreligious,0.0,0.0,1.0,0.0
irremediable,1.0,0.0,1.0,0.0
irreparable,0.0,0.0,0.0,2.0
irreproachable,0.0,0.0,1.0,0.0
irresistible,4.0,0.0,0.0,1.0
irresolute,2.0,1.0,0.0,0.0
irresolution,0.0,1.0,0.0,0.0
irretrievable,0.0,0.0,1.0,0.0
irretrievably,0.0,1.0,0.0,0.0
irrevocable,0.0,1.0,0.0,0.0
irrevocably,0.0,0.0,1.0,0.0
irritable,1.0,0.0,2.0,1.0
irritated,0.0,0.0,1.0,0.0
irritation,2.0,0.0,3.0,0.0
is,398.0,624.0,860.0,471.0
island,0.0,4.0,0.0,0.0
islands,1.0,1.0,0.0,0.0
isle,1.0,0.0,0.0,0.0
isn,0.0,6.0,0.0,3.0
isolated,0.0,0.0,0.0,7.0
israelites,0.0,0.0,0.0,1.0
issue,1.0,2.0,0.0,3.0
issued,0.0,0.0,0.0,1.0
issuing,1.0,0.0,0.0,0.0
it,1038.0,1009.0,1532.0,1231.0
italian,5.0,0.0,1.0,0.0
item,0.0,1.0,0.0,0.0
its,72.0,60.0,105.0,119.0
itself,13.0,4.0,9.0,24.0
iv,0.0,0.0,0.0,1.0
ivernia,0.0,0.0,0.0,1.0
ivernian,0.0,1.0,0.0,0.0
ives,2.0,0.0,0.0,0.0
ivory,0.0,0.0,0.0,2.0
ivy,0.0,4.0,0.0,0.0
ix,0.0,0.0,0.0,1.0
ixodes,0.0,0.0,0.0,1.0
j,0.0,0.0,0.0,1.0
jabbered,0.0,0.0,0.0,2.0
jabberin,0.0,0.0,0.0,1.0
jabbering,0.0,0.0,0.0,1.0
jacitara,0.0,0.0,0.0,1.0
jack,0.0,1.0,0.0,3.0
jacket,0.0,0.0,0.0,9.0
jackson,0.0,1.0,0.0,0.0
jagged,0.0,5.0,0.0,2.0
james,6.0,10.0,6.0,6.0
jane,1.0,0.0,292.0,0.0
january,1.0,0.0,2.0,0.0
japanese,0.0,0.0,0.0,1.0
jar,1.0,0.0,0.0,0.0
jaracaca,0.0,0.0,0.0,4.0
jasmine,0.0,0.0,0.0,1.0
jaunty,0.0,1.0,0.0,1.0
java,0.0,0.0,0.0,2.0
jaw,0.0,2.0,0.0,1.0
jaws,0.0,3.0,0.0,3.0
jealous,5.0,0.0,3.0,0.0
jealousies,1.0,0.0,0.0,0.0
jealousy,5.0,2.0,4.0,1.0
jeer,0.0,0.0,0.0,1.0
jeers,0.0,0.0,0.0,1.0
jemima,4.0,0.0,0.0,0.0
jenkinson,0.0,0.0,9.0,0.0
jerked,0.0,0.0,0.0,1.0
jerking,0.0,0.0,0.0,3.0
jerky,0.0,1.0,0.0,2.0
jessamine,0.0,1.0,0.0,0.0
jessie,0.0,0.0,0.0,2.0
jesting,1.0,0.0,0.0,0.0
jestingly,0.0,0.0,1.0,0.0
jewel,0.0,0.0,1.0,0.0
jewels,0.0,0.0,1.0,1.0
jews,0.0,0.0,0.0,1.0
jilt,0.0,0.0,1.0,0.0
jimmy,0.0,0.0,0.0,1.0
job,0.0,0.0,0.0,2.0
jobs,0.0,0.0,0.0,1.0
jock,0.0,0.0,0.0,1.0
john,2.0,6.0,2.0,137.0
johnson,0.0,3.0,0.0,1.0
join,10.0,1.0,19.0,4.0
joined,10.0,0.0,28.0,2.0
joining,0.0,0.0,5.0,1.0
joins,1.0,0.0,0.0,0.0
joint,3.0,0.0,0.0,2.0
joints,0.0,0.0,1.0,0.0
joke,0.0,2.0,3.0,0.0
joker,0.0,0.0,0.0,1.0
jokes,0.0,0.0,1.0,0.0
joking,0.0,0.0,1.0,0.0
jolly,0.0,0.0,0.0,2.0
jolted,0.0,1.0,0.0,0.0
jones,0.0,0.0,5.0,0.0
jose,0.0,0.0,0.0,2.0
jot,0.0,0.0,1.0,0.0
journal,0.0,1.0,0.0,2.0
journalist,0.0,0.0,0.0,3.0
journalistic,0.0,0.0,0.0,2.0
journalists,0.0,0.0,0.0,2.0
journey,5.0,9.0,21.0,28.0
journeys,1.0,1.0,1.0,0.0
jove,0.0,2.0,0.0,2.0
jovial,0.0,0.0,0.0,1.0
joy,5.0,5.0,12.0,8.0
joyful,0.0,0.0,2.0,0.0
joyfully,0.0,0.0,1.0,0.0
joyous,2.0,0.0,0.0,1.0
joyously,0.0,0.0,0.0,1.0
juan,0.0,0.0,0.0,1.0
judge,8.0,4.0,12.0,3.0
judged,4.0,0.0,7.0,3.0
judgement,8.0,0.0,11.0,0.0
judgements,1.0,0.0,0.0,0.0
judges,1.0,0.0,0.0,1.0
judging,3.0,0.0,3.0,0.0
judgment,0.0,0.0,2.0,1.0
judice,0.0,0.0,0.0,1.0
judicial,0.0,1.0,0.0,0.0
judicious,0.0,0.0,0.0,2.0
judiciously,1.0,0.0,0.0,0.0
juice,0.0,0.0,0.0,1.0
july,2.0,0.0,1.0,1.0
jumbled,0.0,0.0,1.0,0.0
jump,2.0,0.0,0.0,3.0
jumped,2.0,0.0,1.0,2.0
jumpin,0.0,0.0,0.0,1.0
jumping,1.0,0.0,1.0,0.0
jumps,0.0,0.0,1.0,1.0
jumpy,0.0,1.0,0.0,0.0
junction,1.0,0.0,0.0,0.0
juncture,1.0,1.0,0.0,0.0
june,3.0,0.0,3.0,1.0
jungle,0.0,0.0,0.0,11.0
jungly,0.0,0.0,0.0,1.0
junior,0.0,0.0,1.0,0.0
jurassic,0.0,0.0,0.0,7.0
jury,0.0,2.0,0.0,0.0
jurymen,0.0,1.0,0.0,0.0
just,66.0,30.0,73.0,41.0
justi,0.0,1.0,0.0,0.0
justice,14.0,1.0,15.0,4.0
justifiable,0.0,0.0,0.0,1.0
justification,0.0,1.0,1.0,1.0
justified,2.0,3.0,5.0,3.0
justifies,0.0,0.0,0.0,1.0
justify,2.0,0.0,6.0,4.0
justifying,0.0,0.0,1.0,0.0
justly,1.0,1.0,3.0,0.0
justness,1.0,0.0,0.0,0.0
jutted,0.0,2.0,0.0,1.0
jutting,0.0,0.0,0.0,1.0
kalmuck,0.0,0.0,0.0,1.0
kangaroo,0.0,0.0,0.0,2.0
kangaroos,0.0,0.0,0.0,1.0
keen,1.0,7.0,0.0,4.0
keener,3.0,0.0,1.0,0.0
keenest,0.0,0.0,3.0,0.0
keenly,2.0,5.0,0.0,0.0
keep,14.0,16.0,26.0,16.0
keeper,0.0,0.0,0.0,2.0
keepin,0.0,0.0,0.0,1.0
keeping,3.0,7.0,4.0,5.0
keeps,0.0,0.0,3.0,2.0
kellynch,73.0,0.0,0.0,0.0
kenilworth,0.0,0.0,1.0,0.0
kennel,0.0,0.0,0.0,1.0
kennelled,0.0,1.0,0.0,0.0
kensington,0.0,0.0,0.0,4.0
kent,0.0,0.0,14.0,1.0
kept,17.0,18.0,17.0,11.0
kerchief,0.0,1.0,0.0,0.0
kers,0.0,1.0,0.0,0.0
kettle,0.0,0.0,0.0,1.0
key,0.0,4.0,0.0,0.0
keys,1.0,0.0,0.0,0.0
kick,0.0,0.0,0.0,1.0
kickin,0.0,0.0,0.0,1.0
kicking,1.0,0.0,0.0,1.0
kill,0.0,2.0,1.0,8.0
killed,1.0,1.0,4.0,5.0
killing,1.0,0.0,0.0,1.0
kimberley,0.0,0.0,0.0,1.0
kimono,0.0,0.0,0.0,1.0
kin,0.0,2.0,0.0,0.0
kind,21.0,18.0,61.0,17.0
kinder,0.0,0.0,2.0,0.0
kindest,4.0,1.0,1.0,0.0
kindle,1.0,0.0,0.0,0.0
kindled,1.0,0.0,1.0,0.0
kindly,6.0,3.0,7.0,12.0
kindness,15.0,2.0,29.0,3.0
kindred,0.0,0.0,1.0,0.0
kinds,1.0,0.0,1.0,0.0
king,0.0,0.0,8.0,10.0
kingdom,1.0,0.0,4.0,0.0
kinsman,0.0,1.0,0.0,0.0
kinsmen,0.0,0.0,0.0,1.0
kiss,0.0,0.0,1.0,2.0
kissed,0.0,0.0,2.0,0.0
kisses,1.0,0.0,0.0,0.0
kitchen,0.0,3.0,1.0,0.0
kitty,0.0,0.0,71.0,0.0
knack,0.0,0.0,0.0,1.0
knapsack,0.0,0.0,0.0,4.0
knee,0.0,3.0,0.0,3.0
kneel,1.0,0.0,0.0,0.0
kneeling,0.0,0.0,0.0,2.0
knees,1.0,1.0,1.0,6.0
kneller,0.0,1.0,0.0,0.0
knelt,2.0,0.0,0.0,0.0
knew,61.0,36.0,58.0,17.0
knife,1.0,0.0,0.0,3.0
knight,1.0,1.0,0.0,0.0
knighthood,0.0,0.0,2.0,0.0
knit,1.0,0.0,0.0,0.0
knitted,0.0,1.0,0.0,0.0
knittin,0.0,0.0,0.0,1.0
knives,0.0,0.0,0.0,1.0
knock,4.0,0.0,0.0,0.0
knocked,3.0,1.0,0.0,3.0
knot,1.0,0.0,0.0,1.0
know,126.0,118.0,237.0,75.0
knowable,0.0,0.0,0.0,1.0
knowing,15.0,5.0,27.0,1.0
knowl,0.0,1.0,0.0,0.0
knowledge,22.0,8.0,20.0,15.0
known,50.0,22.0,58.0,14.0
knows,7.0,3.0,9.0,4.0
kympton,0.0,0.0,1.0,0.0
l,0.0,15.0,0.0,0.0
la,0.0,0.0,3.0,1.0
labeled,0.0,0.0,0.0,1.0
labor,0.0,0.0,0.0,3.0
laboratories,0.0,0.0,0.0,1.0
laboratory,0.0,0.0,0.0,1.0
laborious,0.0,0.0,0.0,1.0
labors,0.0,0.0,0.0,2.0
labour,1.0,0.0,1.0,0.0
labourers,1.0,0.0,0.0,0.0
labouring,1.0,1.0,0.0,0.0
labours,1.0,1.0,0.0,0.0
lace,1.0,2.0,1.0,0.0
lack,0.0,1.0,0.0,1.0
laconia,8.0,0.0,0.0,0.0
laconic,0.0,0.0,1.0,1.0
lacunae,0.0,0.0,0.0,1.0
lad,0.0,5.0,1.0,10.0
ladder,0.0,0.0,0.0,2.0
laden,0.0,0.0,0.0,1.0
ladies,26.0,1.0,74.0,6.0
lado,0.0,0.0,0.0,1.0
lady,216.0,35.0,191.0,6.0
ladyship,2.0,0.0,42.0,0.0
lafter,0.0,5.0,0.0,0.0
lagged,0.0,0.0,2.0,0.0
lagoon,0.0,0.0,0.0,1.0
lagoons,0.0,0.0,0.0,2.0
laid,3.0,7.0,8.0,10.0
lain,0.0,0.0,0.0,1.0
lair,0.0,1.0,0.0,2.0
lairs,0.0,0.0,0.0,1.0
laity,0.0,0.0,1.0,0.0
lake,1.0,1.0,0.0,41.0
lakes,0.0,0.0,6.0,0.0
lambton,0.0,0.0,10.0,0.0
lame,1.0,0.0,0.0,0.0
lameness,1.0,0.0,0.0,0.0
lament,3.0,0.0,3.0,0.0
lamentations,0.0,0.0,3.0,0.0
lamented,1.0,0.0,1.0,0.0
lamenting,2.0,0.0,1.0,0.0
lamp,0.0,8.0,0.0,2.0
lamps,0.0,1.0,0.0,2.0
lancet,0.0,1.0,0.0,1.0
land,2.0,6.0,1.0,38.0
landaulette,1.0,0.0,0.0,0.0
landed,2.0,0.0,0.0,0.0
landholder,1.0,0.0,0.0,0.0
landing,0.0,0.0,1.0,1.0
landlady,2.0,0.0,0.0,0.0
landlord,2.0,0.0,2.0,0.0
landmark,0.0,0.0,0.0,1.0
landmarks,0.0,1.0,0.0,1.0
lands,0.0,2.0,0.0,1.0
landscape,0.0,1.0,0.0,3.0
lane,4.0,0.0,10.0,2.0
lanes,0.0,2.0,1.0,1.0
langham,0.0,0.0,0.0,1.0
language,6.0,0.0,5.0,5.0
languages,0.0,0.0,1.0,0.0
languid,0.0,1.0,0.0,0.0
languor,1.0,0.0,1.0,0.0
lank,0.0,0.0,0.0,1.0
lankester,0.0,0.0,0.0,1.0
lansdown,1.0,0.0,0.0,0.0
lantern,0.0,1.0,0.0,1.0
lapped,0.0,0.0,0.0,1.0
larder,0.0,0.0,1.0,0.0
large,19.0,16.0,23.0,37.0
largely,0.0,1.0,0.0,1.0
larger,2.0,3.0,6.0,17.0
largest,0.0,0.0,1.0,3.0
largs,0.0,0.0,0.0,2.0
larolles,2.0,0.0,0.0,0.0
lary,0.0,1.0,0.0,0.0
lashed,0.0,1.0,0.0,0.0
lashings,0.0,0.0,0.0,2.0
lass,0.0,1.0,0.0,0.0
last,88.0,74.0,120.0,93.0
lasted,1.0,0.0,3.0,1.0
lasting,3.0,0.0,2.0,0.0
lastly,0.0,0.0,1.0,0.0
latch,0.0,1.0,0.0,0.0
late,16.0,16.0,19.0,11.0
lately,10.0,0.0,12.0,0.0
lateness,1.0,0.0,0.0,0.0
later,5.0,8.0,3.0,15.0
latest,1.0,1.0,1.0,1.0
latin,0.0,0.0,0.0,1.0
latitude,0.0,0.0,0.0,3.0
latter,6.0,10.0,22.0,6.0
latterly,0.0,0.0,1.0,0.0
lattice,0.0,1.0,0.0,0.0
latticed,0.0,1.0,0.0,0.0
laudable,0.0,0.0,1.0,0.0
laugh,1.0,5.0,18.0,3.0
laughed,3.0,5.0,11.0,10.0
laughin,0.0,0.0,0.0,1.0
laughing,7.0,1.0,11.0,6.0
laughingly,0.0,0.0,2.0,0.0
laughter,0.0,1.0,2.0,13.0
launch,0.0,0.0,0.0,1.0
laundress,1.0,0.0,0.0,0.0
laundry,2.0,0.0,0.0,0.0
laura,7.0,11.0,0.0,0.0
laurel,0.0,0.0,1.0,0.0
lava,0.0,0.0,0.0,3.0
lavish,1.0,0.0,0.0,0.0
law,8.0,8.0,17.0,2.0
lawfully,0.0,0.0,1.0,0.0
lawn,0.0,0.0,5.0,0.0
lawns,1.0,0.0,0.0,0.0
laws,1.0,3.0,0.0,2.0
lawsuits,0.0,1.0,0.0,0.0
lawyer,2.0,1.0,0.0,0.0
lay,1.0,36.0,6.0,59.0
laying,2.0,1.0,2.0,1.0
layman,0.0,0.0,0.0,2.0
lead,2.0,1.0,6.0,6.0
leaded,0.0,1.0,0.0,0.0
leader,0.0,2.0,0.0,9.0
leaderette,0.0,0.0,0.0,1.0
leading,5.0,4.0,5.0,1.0
leads,0.0,5.0,3.0,0.0
leaf,1.0,0.0,0.0,2.0
leafy,0.0,0.0,0.0,1.0
leagues,0.0,1.0,0.0,0.0
leak,0.0,0.0,0.0,1.0
lean,0.0,0.0,0.0,2.0
leander,0.0,0.0,0.0,1.0
leaned,1.0,7.0,0.0,8.0
leaning,4.0,0.0,1.0,3.0
leanjawed,0.0,3.0,0.0,0.0
leaped,0.0,2.0,0.0,2.0
leaping,0.0,1.0,0.0,0.0
learn,6.0,5.0,10.0,6.0
learned,4.0,17.0,3.0,16.0
learnin,0.0,0.0,0.0,1.0
learning,3.0,0.0,1.0,0.0
learnt,7.0,0.0,14.0,0.0
lease,0.0,0.0,1.0,1.0
leash,0.0,0.0,0.0,2.0
least,42.0,19.0,65.0,34.0
leath,0.0,1.0,0.0,0.0
leather,0.0,1.0,0.0,5.0
leathern,0.0,0.0,0.0,4.0
leathery,0.0,0.0,0.0,8.0
leave,46.0,22.0,62.0,32.0
leaves,2.0,5.0,2.0,7.0
leaving,12.0,4.0,18.0,11.0
lecture,0.0,0.0,0.0,10.0
lecturer,0.0,0.0,0.0,10.0
lecturers,0.0,0.0,0.0,1.0
lectures,1.0,0.0,0.0,1.0
led,7.0,11.0,18.0,16.0
ledge,0.0,0.0,0.0,1.0
ledges,0.0,0.0,0.0,1.0
leeds,0.0,1.0,0.0,0.0
left,48.0,43.0,65.0,36.0
leg,1.0,0.0,0.0,7.0
legacy,1.0,1.0,1.0,0.0
legal,0.0,1.0,1.0,0.0
legally,0.0,0.0,1.0,0.0
legend,0.0,12.0,0.0,1.0
legends,0.0,1.0,0.0,2.0
legged,0.0,0.0,0.0,2.0
legible,1.0,2.0,0.0,0.0
legislation,0.0,1.0,0.0,0.0
legs,1.0,1.0,0.0,9.0
leisure,4.0,1.0,13.0,2.0
leisurely,0.0,0.0,1.0,1.0
lem,0.0,1.0,0.0,0.0
lend,2.0,0.0,1.0,0.0
length,1.0,5.0,32.0,12.0
lengthened,0.0,1.0,0.0,0.0
lens,0.0,2.0,0.0,1.0
lent,2.0,0.0,0.0,1.0
lepidoptera,0.0,1.0,0.0,1.0
leprous,0.0,0.0,0.0,1.0
leric,0.0,1.0,0.0,0.0
les,0.0,1.0,0.0,0.0
less,30.0,13.0,77.0,22.0
lessen,3.0,0.0,4.0,0.0
lessened,5.0,0.0,1.0,0.0
